position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
34	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	84DTBnwIzbc	2016-12-22T19:41:47.000Z	2016-12-22 20:41:47	The Untruth About Donald Trump	Sources: http://www.untruthaboutdonaldtrump.com MP3: http://www.fdrpodcasts.com/#/3178/the-untruth-about-donald-trump Soundcloud: https://soundcloud.com/stefan-molyneux/fdr-3178-the-untruth-about-donald-trump Since 1988, Donald Trump has been discussed as a potential United States presidential candidate, but when he officially announced his candidacy on June 16, 2015 the mainstream media refused to believe it. Over the next many months, Donald Trump would be attacked and criticized by the media – but were these criticisms legitimate? What is the Untruth About Donald Trump? 0:43 - Donald Trump’s Strategy 3:42 - Mainstream Media On Donald Trump 5:25 - Trump Isn’t a Serious Candidate! 6:44 - He Won’t File His Election Papers – Ignore Him! 8:52 - Illegal Immigration, Border Wall, Rape and Crime 16:18 - Univision, NASCAR, ESPN and Macy’s “Dump” Trump? 18:22 - Is John McCain a War Hero? 21:52 - Was Trump a Draft-Dodger? 23:40 - Megyn Kelly, Rosie O’Donnell and the War on Women 27:18 - Blood coming out of her wherever… 28:55 - The Truth About The Bankruptcies 32:18 - The Bible Gotcha! 33:39 - Muslim Celebrations on September 11th 35:52 - Did Trump Mock a Disabled Reporter? 37:25 - Muslim Immigration Ban 43:17 - Do Americans Support Trump’s Muslim Immigration Ban? 44:38 - Muslim Databases? 46:33 - Employing Illegal Immigrants? 48:20 - Vladimir Putin 50:09 - Anti-Semitic Comments 51:26 - Comparisons to Adolf Hitler 54:57 - Campaign Event Protestors 56:28 - Old Joke About Dating His Daughter 57:10 - Saturday Night Live 58:09 - Trumps Inheritance and Wealth 59:06 - Donald Isn’t Rich Enough to Fund His Campaign 1:01:21 - Jeb Bush’s Personal Immigration Connection 1:01:54 - Gun Control in Paris 1:02:46 - Don’t Trust Trump With the Nuclear Codes! 1:03:35 - Hillary Clinton’s ISIS Recruitment Video Claim 1:04:10 - Close Down The Internet? 1:05:00 - Carly Fiorina: Look at That Face! 1:05:48 - Hillary Got Schlonged 1:06:13 - Go After Terrorists Families 1:07:00 - George W. Bush Kept Us Safe 1:07:50 - He’s a Rapist 1:08:30 - Deportation Force 1:09:31 - The “Donald Trump is a Hillary Clinton Plant” Conspiracy 1:09:53 - Campaign Finance Hypocrisy 1:10:50 - Oprah as Vice President? 1:11:08 - Donald Trump is Batman Freedomain Radio is 100% funded by viewers like you. Please support the show by signing up for a monthly subscription or making a one time donation at: http://www.freedomainradio.com/donate Get more from Stefan Molyneux and Freedomain Radio including books, podcasts and other info at: http://www.freedomainradio.com Amazon Affiliate Links US: http://www.fdrurl.com/Amazon Canada: http://www.fdrurl.com/AmazonCanada UK: http://www.fdrurl.com/AmazonUK	25	News & Politics	PT1H13M17S	4397	2d	hd	false		16	0	0	0	0
35	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	VUWDrYLsqhE	2016-12-22T19:17:40.000Z	2016-12-22 20:17:40	Donald Trump on Hillary Clinton, Wilmington, NC, 8/9/16		22	People & Blogs	PT12S	12	2d	sd	false		0	0	0	0	0
36	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	uHI1eZP-u8U	2016-12-22T19:20:17.000Z	2016-12-22 20:20:17	Donald Trump cancels meeting with New York Times	Fox News contributor Laura Ingraham weighs in on 'Fox & Friends' Please Subscribe & Share	25	News & Politics	PT8M56S	536	2d	hd	false		5	0	0	0	0
37	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	TJbi6ie4K-s	2016-12-22T19:17:10.000Z	2016-12-22 20:17:10	News Alert , Donald Trump Latest News Today 12 08 16		25	News & Politics	PT33M22S	2002	2d	sd	false		0	0	0	0	0
38	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	x5SB8VNeygw	2016-12-22T19:18:31.000Z	2016-12-22 20:18:31	INILAH YANG DI TAKUTKAN DONALD TRUMP DAN GEERT WILDERS DARI ISLAM	RAMALAN NABI MUHAMMAD PASTI TERJADI !!! MAKA MEREKA PARA PENENTANG AJARAN MUHAMMAD SIBUK MENGANTISIPASINYA AGAR HAL ITU TIDAK TERJADI,BERBAGAI CARA CARA BUSUK DAN JAHAT PUN DI LAKUKANYA,	22	People & Blogs	PT11M12S	672	2d	hd	false		12	0	0	0	0
39	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	mPnOqyzEqHg	2016-12-22T19:19:35.000Z	2016-12-22 20:19:35	Roger Köppel - VS - Serdar Somuncu über Donald Trump u. Co. - 6.6.2016	Roger Köppel streitet sich mit Serdar Somuncu über die Themen Rechtspopulismus, Donald Trump und die SVP.	25	News & Politics	PT32M57S	1977	2d	sd	false		86	0	0	0	1
40	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	Q5im9QugOpk	2016-12-22T19:14:59.000Z	2016-12-22 20:14:59	Obama on Trump... "Fuck Donald Trump"	Donald Trump says if he ‘were African American,’ he wouldn’t like President Obama As Donald Trump pitched himself as "a unifier" during a rally in this beach town Friday afternoon, he criticized President Obama for not doing enough for the African Americans who helped vote him into office. "You know, Barack Obama, African American. If I were African American, I would be so angry at him," Trump said to a crowd of 5,200. "African American youth has an almost 60 percent unemployment rate. African American people that are 25 — prime-time age — 25 to 40 have such a high unemployment rate, you wouldn't believe." A woman in the audience shouted "Amen!" Campaign 2016 Email Updates Get the best analysis of the presidential race. Sign up "It's gone up, and it's gotten worse since he's been president," Trump continued. "Now, he's African American. If I were African American, I wouldn't like him very much. I will do more for the African American people than Barack Obama has ever done. I will do more in one year. I will do more for the African American people in one year than Barack Obama has done in his seven years, soon to be eight years — and then, by the way, he's out and thank goodness." The crowd roared with applause and cheers. (According to the Bureau of Labor Statistics, the unemployment rate for African American men age 20 and over is 8.4 percent; for African Americans of both sexes age 16 to 19, it's 25.2 percent.) [Vatican says pope’s remarks on Trump were not a ‘personal attack’] The South Carolina Republican primary is Saturday, and Trump hopes to win — and win big, cementing his credibility and easing his way to the nomination. More than a quarter of South Carolinians are African American or black, a massive voting bloc that usually participates in the Democratic primary but in recent years has been increasingly courted by Republicans. Trump has pledged that here and nationally he will win the votes of minorities who want him to protect their jobs and boost the economy. Trump: I will do 'more' for African Americans than Obama Play Video1:08 But the crowd at Trump's Friday rally was, as it often is, overwhelmingly white. Ahead of Trump's arrival, the Rev. Mark Burns — an African American pastor based in South Carolina who produces a gospel television show — fired up the crowd with a passionate defense of Trump's immigration positions against criticism from Pope Francis. He then urged the crowd to vote on Saturday. "We will never, ever, ever allow Bernie Sanders or Hillary Clinton to ever step foot in the White House," Burns said as the crowd booed the two Democratic candidates for president. "Because I know you're going to make sure we elected a man who believes in the name of Jesus Christ." Following Burns were two sisters from North Carolina who often campaign with Trump: Lynnette “Diamond” Hardaway and Rochelle “Silk” Richardson. "We are African American women, and Al Sharpton does not speak for us," Hardaway said, referring to the civil rights activist and Baptist minister who has become a television pundit. "And we are voting Donald J. Trump." Hardaway urged the crowd to "get out and vote" in the Republican primary, even if they are Democrats. "Are you all on the Trump train?" she asked as the crowd roared with applause. "I don't hear you! Are you on the Trump train?" The crowd got louder.	22	People & Blogs	PT10M46S	646	2d	hd	false		38	1	0	0	2
41	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	7MUp5EBX0js	2016-12-22T19:12:31.000Z	2016-12-22 20:12:31	Donald Trump en peligro? un sospechoso detenido / Aristegui / 5.11.2016	incidente en acto de Donald Trump, un sospechoso detenido / Aristegui / 5.11.2016 programa de Aristegui carmen aristegui aristegui noticias aristegui cnn cnn noticias aristegui hoy carmen aristegui carmen periodista	25	News & Politics	PT11M19S	679	2d	sd	false		29	0	0	0	0
42	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	N1QA9n-GEfE	2016-12-22T19:11:05.000Z	2016-12-22 20:11:05	DONALD TRUMP (DOMBRA TRAP)		10	Music	PT4M26S	266	2d	hd	false		2	0	0	0	0
43	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	nOP6SDOH370	2016-12-22T19:11:11.000Z	2016-12-22 20:11:11	Famous People Who Said DONALD TRUMP Cannot be President of America	Famous People Who Said DONALD TRUMP Cannot be President	25	News & Politics	PT4M10S	250	2d	hd	false		0	0	0	0	0
44	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	2OFpmZhfaRY	2016-12-22T19:09:36.000Z	2016-12-22 20:09:36	Donald Trump: "I'm Very Pro Choice," Partial Birth Abortion is OK	https://www.evanmcmullin.com/	22	People & Blogs	PT43S	43	2d	sd	false		4	1	0	0	0
45	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	GDFwTCin6NE	2016-12-22T19:10:56.000Z	2016-12-22 20:10:56	Putin crushes CNN smartass Fareed Zakaria on Donald Trump and US elections	Credit to RT https://www.youtube.com/user/RussiaToday Translation courtesy of Inessa S https://www.youtube.com/channel/UCeix8jbmQnS6FprsJIsjVyQ Fareed Zakaria, as a host on CNN, is known to misquote Putin as well as misrepresent Russia's intentions to the world. At the St Petersburg Economic Forum 2016, Zakaria wasn't going to get away with that very easily...	25	News & Politics	PT5M54S	354	2d	hd	false		2313	20	2	0	1
46	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	IKvNSoV9CmA	2016-12-22T19:11:41.000Z	2016-12-22 20:11:41	Donald Trump Asks Black Voters "What The Hell Do You Have To Lose?" REACTION From A Black Guy	Donald Trump made a campaign stop and gave a speech in Dimondale, Michigan on Friday, August 19th, 2016 in which he made the controversial statement: "You're living in poverty, your schools are no good, you have no jobs, 58% of your youth is unemployed -- what the hell do you have to lose?" Dimondale, Michigan is a largely white suburb outside of Lansing, although there were non-white people in the crowd, particularly a black woman who stood right behind Trump during his speech and was cheering him on. The statement made at the rally, of course, has been all over most media outlets all day Friday and today, Saturday, as well. It has been all over social media as well, garnering outrage from many black liberals and white liberals alike. In their outrage, none of them ever seem to really address the question he asked or the problems that he brought up. The problems that the black community faces are many... and they are very serious. The black teenage unemployment rate he quoted at 58% is actually much higher than that. Media outlets like CNN try to debunk the number... well not really debunk... they just try to explain it, saying that just because that many black teens are out of work, doesn't mean that they aren't looking for work. Which is a weak attempt at debunking. In reality, the numbers are much worse than that. In a place like Chicago, it's as high as 92% for black male teens aged 16-19, and nationwide it's over 80% for that same demographic. Lousy schools, lack of jobs, and poverty are due in part to the rule of the Democrat party for the past 50 years. The black community is as poor as it's ever been, but the poverty in the black community today is a much worse condition than it was prior to the Democrat plantation. Before 1940, black teen unemployment and white teen unemployment was about the same, and they were both low. Now, black teen unemployment is exponentially higher. Why? Because of the minimum wage law, which was designed to keep lower skilled blacks out of jobs that higher skilled whites would do. Why pay the same amount of money for a lower skilled worker that you could pay for a higher skilled worker? The minimum wage law racial tactic was also implemented in South Africa to keep apartheid entrenched into society, along with labour unions. Liberals, especially high-ranking liberals like Hillary Clinton who called what Trump said at the rally "ignorant" just don't want to admit that their precious Democrat-ran cities feature violent and poverty-stricken black ghettoes. In many ways, those ghettoes exist as the new plantation, growing fodder for private prisons, the mortuary industry, the sex industry, and maybe even sports. To have a person like Trump come along could shake up that balance, and free some of the individuals who are, in essence, trapped on the plantation. And the Democrat slave masters are none too pleased about it. –––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––– If you want to support me to continue to crank out these videos, please visit my website http://www.anthonyblogan.com/contact/ and click on that donate button for me! –––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––– You can catch me micro-blogging on a near 24/7basis on my social media platforms: http://www.twitter.com/anthonyblogan http://www.facebook.com/lcs.flyers Please take a moment and subscribe to my YouTube channel: http://www.youtube.com/user/aloge?sub_confirmation=1 Stay tuned to my website http://www.anthonyblogan.com for more updates as they come in! –––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––– Trump pitches black voters: 'What the hell do you have to lose?' http://www.cnn.com/2016/08/19/politics/donald-trump-african-american-voters/ Donald Trump to black voters: 'What do you have to lose?' http://www.bbc.com/news/election-us-2016-37135836 Walter E Williams on Black Unemployment http://townhal	25	News & Politics	PT11M22S	682	2d	hd	false		10	0	0	0	0
47	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	GiXNDhogW9U	2016-12-22T19:13:20.000Z	2016-12-22 20:13:20	Donald Trump's first 60 min. Interview/ Trump Tower Now A Fortress 11-11-16	WATCH THE FULL INTERVIEW HERE: https://www.youtube.com/watch?v=6sYpDxxiky8 PLEASE SUBSCRIBE NOW FOR THE LATEST UPDATES! Donald Trump shifts position on Obamacare in 60 Minutes interview Over 100 NYPD officers now protecting Trump Tower How Donald Trump Persuaded America to Win Election 11-11-16 Is a wall along the US-Mexico border realistic? Donald Trump full 60 minutes interview "Trump Live" "Trump live stream" "Donald Trump LIVE" "Trump Rally live" "Donald Trump" Trump "Trump Rally" "Trump Speech" "News Universe" "Donald Trump Speech" "Right Side Broadcasting" "RSBN" "Donald Trump Speeches & Events" "Donald Trump Speeches & Rallies 2016" "Election 2016" "Fox News Channel" "Fox News LIVE" "Fox News" "The O'Reilly Factor" "Sean Hannity" "Donald Trump interview" "Bill O'Reilly" "Megyn Kelly" "The Kelly File" "Hannity" "Trump" Election, election 2016, clinton, trump, mike pence, huma abedin, bill clinton, clinton foundation, clinton rally, clinton speech, trump rally, trump speech, FBI emails, leaked emails, email scandal, fbi probe, wikileaks, president, news, exclusive, live,	25	News & Politics	PT17M55S	1075	2d	hd	false		5	0	0	0	0
48	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	Xo_RUPzhOsc	2016-12-22T19:06:32.000Z	2016-12-22 20:06:32	Suprun: "IT'S TIME TO PULL THE BREAKE" on Donald Trump.	United States presidential inauguration ▬ January 20, 2017 ▬ ◙ { Thanks for stopping by my Channel! Be sure to subscribe for daily content! } ◙	25	News & Politics	PT4M27S	267	2d	sd	false		1	0	0	0	0
49	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	FCSKOry8Vuk	2016-12-22T19:06:33.000Z	2016-12-22 20:06:33	People Who Laughed at Trump and said he would never be President Trump - Donald Trump Compilation	Tucker Carlson Compilation: https://goo.gl/VlmCiX People Who Laughed at Trump doesn't apologize to any body,. and said he would never be President Donald Trump funny Compilation deplorable. 'I never thought Trump would win': meet the Americans who chose not to vote. Trump wants us to forget, to be subsumed by his all-powerful ego. FUNNY president Donald Trump compilation Funny Moments and Dank Memes. Liberals Who voted for Hillary Clinton can't believe that making fun of Donald Trump vine compilation Protesters Trey Gowdy, Jason Chaffetz, Jim Jordan, Compilation 2016 HD here we go. Ultimate donald trump thug life compilation | funny videos 2016. See Hillary Clinton's polls, campaign fundraising, stances on key issues like immigration, foreign policy, and job creation, and more. Republican presidential candidate Donald Trump thug life funny speaks during a campaign rally at the American Airlines Center on. People Who Laughed at Trump vine compilation Hillary Clinton cringe supporters laughing at trump funny compilation. Has any body seen donald trump working own his own hotel. Celebrities, Pundits, and Politicians made their predictions and had their laughs like George Clooney, Tom Hanks, Bernie Sanders, Seth Meyers, Joy Behar (The View), Bob Beckel (CNN), Julia Roberts, Ann Coulter, Bill Maher (HBO), Stephen Colbert (The Late Show), Nancy Pelosi (congresswoman, former house speaker), Harry Reid (senator), Barack Obama, The Simpsons (TV show), Elizabeth Warren, Fareed Zakaria, George Stephanopoulos (ABC News), Mark Cuban (Billionaire), Chris Matthews (Hardball MSNBC), John Oliver (The Daily Show Comedy Central), Keith Ellison (Congressman), Ron Reagan....and More! Check out Superfan News for more videos of Tv Shows,Talk Shows, interviews, Trey Gowdy, Jason Chaffetz, Jim Jordan, and Tell us what you think and leave your comments below. Hit us up on Twitter https://www.twitter.com/SuperfanNews Facebook https://www.facebook.com/SuperfanNews Instagram https://www.instagram.com/SuperfanNews	24	Entertainment	PT5M29S	329	2d	hd	false		112	0	0	0	1
50	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	Xszx-zwheWs	2016-12-22T19:14:01.000Z	2016-12-22 20:14:01	How Donald Trump Insulted His Way to the Presidency	A compilation of every Trump debate slam from both the Republican primary debates and the general election Presidential debates.	25	News & Politics	PT24M14S	1454	2d	hd	false		0	0	0	0	0
51	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	iIN53CzUZaM	2016-12-22T18:11:29.000Z	2016-12-22 19:11:29	L'EMISSION POLITIQUE SPECIALE DONALD TRUMP [10/11/2016]	A l'issue de l'élection présidentielle américaine, c'est Donald Trump qui est sorti vainqueur du scrutin. Quelles sont les conséquences de ce résultat inattendu pour l'Europe et la France ?	25	News & Politics	PT2H12M11S	7931	2d	sd	false		28	0	0	0	0
52	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	wHiDzJjJA1o	2016-12-22T17:52:16.000Z	2016-12-22 18:52:16	Donald Trump's Net Worth ★ Biography ★House ★ Cars ★ Income ★ Bike ★ Jet - 2016	Thanks For Watching ..!! SUBSCRIBE For More :)	24	Entertainment	PT20M57S	1257	2d	hd	false		16	1	0	0	0
53	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	ubpvPQ8hYz4	2016-12-22T18:21:07.000Z	2016-12-22 19:21:07	FULL EVENT: Donald Trump Meeting At Church in Cleveland Heights, Ohio 9/21/16 Hosted By Pastor Scott	Donald Trump Remarks at Church in Cleveland Heights Wednesday, September 21, 2016: Live stream coverage of the Donald J. Trump for President speech in Church in Cleveland Heights LIVE Stream: Donald Trump Rally in Church in Cleveland Heights 9/21/16 ―――――――――――――――――――――――――――――― ★ Welcome To Our ★ Donald Trump Live Speech & Rally 2016 ★ YT Channel! ★ Subscribe ★ Like ★ Favorite ★ Comment ★ Share ―――――――――――――――――――――――――――――― ★ If You Enjoy The Channel Please Consider To Subscribe ★ UNSTUMPABLE BROADCASTING ★ Favorite Videos ★ ―――――――――――――――――――――――――――――― ★ Hillary The Dog https://www.youtube.com/watch?v=KsXsS... ★ The Snake https://www.youtube.com/watch?v=tKJlh... ★ KKK Protester https://www.youtube.com/watch?v=v11nc... ★ KKK Vampire https://www.youtube.com/watch?v=enylM... ―――――――――――――――――――――――――――――― ―――――――――――――――――――――――――――――― ★ Social Media ★ ★ http://www.donaldjtrump.com/schedule EVENTS ★ https://www.youtube.com/channel/UCzsV... SUBSCRIBE ―――――――――――――――――――――――――――――― Donald J. Trump is the very definition of the American success story, continually setting the standards of excellence while expanding his interests in real estate, sports and entertainment. He is a graduate of the Wharton School of Finance. An accomplished author, Mr. Trump has authored over fifteen bestsellers, and his first book, The Art of the Deal, is considered a business classic and one of the most successful business books of all time. Mr. Trump is the Emmy-nominated star and co-producer of the reality television series, “The Apprentice” which quickly became the number one show on television, making ratings history and receiving rave reviews and world wide attention. “The Celebrity Apprentice” has met with great success as well, being one of the highest rated shows on television. The Apprentice’s record fourteenth season premiered in January, 2015. “You’re fired!” is listed as the third greatest television catchphrase of all time. In 2007, Mr. Trump received a star on the Hollywood Walk of Fame, and he is among the highest paid public speakers in the world. The Apprentice has raised over $15 million for charity. Church in Cleveland Heights GOP presidential candidate Donald Trump Holds Campaign Rally in Church in Cleveland Heights 9/21/16 - Donald Trump Speech Donald Trump Donald Trump Church in Cleveland Heights 9/21/16 Speech Rally LIVE Donald Trump Church in Cleveland Heights 9/21/16 Rally FULL SPEECH HD Church in Cleveland Heights 9/21/16 Donald Trump Speech in Church in Cleveland Heights 9/21/16 FULL Donald Trump Rally in Church in Cleveland Heights 9/21/16 Donald Trump Holds Rally in Church in Cleveland Heights 9/21/16 speech Donald Trump Church in Cleveland Heights 9/21/16 Rally LIVE Stream: Donald Trump Holds Rally in Church in Cleveland Heights 9/21/16) LIVE Stream: Donald Trump Rally in Church in Cleveland Heights 9/21/16) LIVE Stream: Donald Trump Event in Church in Cleveland Heights 9/21/16) HD Live Donald Trump Church in Cleveland Heights 9/21/16 Speech Live Donald Church in Cleveland Heights 9/21/16 HD Stream Watch Live Donald Trump Speech In Church in Cleveland Heights 9/21/16 HD Live stream Donald Trump Will Give A Speech In Church in Cleveland Heights 9/21/16 Going After Hillary Clinton, Barack Obama, Liberal Media, Republicans ect. Donald Trump Livestream In Church in Cleveland Heights 9/21/16 Speech HD. Donald Trump Livestream In Church in Cleveland Heights 9/21/16 Rally Speech HD 720P.	25	News & Politics	PT1H39M1S	5941	2d	hd	false		6	0	0	0	1
54	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	4V9KSkSJT7I	2016-12-22T18:01:59.000Z	2016-12-22 19:01:59	Is Donald Trump the Antichrist?	This video examines the question, is Donald Trump the Antichrist? To do so, we must examine what the Bible says about the Antichrist as well as reflect it on the world stage as it is currently being set up. I add commentary, bible study, and an exclusive interview with Dr. Future of Futurequake. What might not be a popular perspective should be a window into investigating the bible more to get a grasp of what we can expect to see in at the end of the age. LINKS https://www.youtube.com/watch?v=9wcyQH4y_XM&list=PL_G5NZ-sJ7t8Vx09F2cgyVsHyqR9rDYlj Dr.Future Blog https://twospiesreport.wordpress.com/ ≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡ ◘SUBSCRIBE!! https://goo.gl/xtq0Vs ◘FaceLikeTheSun Blog http://facelikethesun.com ◘Canary Cry Radio YouTube Channel http://goo.gl/Qtd44w ◘PODCAST Canary Cry Radio http://canarycryradio.com ◘Facebook http://facebook.com/canarycryradio ◘Twitter http://twitter.com/facelikethesun ◘AGE OF DECEIT: Fallen Angels and the New World Order (2011) https://goo.gl/MLlM2g ◘AGE OF DECEIT 2: Alchemy and the Rise of the Beast Image (2014) https://goo.gl/SkT8KJ ◘PLEASE CONSIDER SUPPORTING THIS MINISTRY https://goo.gl/lW4Q5K	24	Entertainment	PT1H41M9S	6069	2d	hd	false		736	8	2	0	19
55	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	OsApymxE45o	2016-12-22T17:42:34.000Z	2016-12-22 18:42:34	Donald Trump Owning CNN/NBC Reporters Mega-Compilation Vol. 1	WATCH PART TWO HERE - https://www.youtube.com/watch?v=wN9SfT6YYOQ Reporters constantly try to trap Trump on leading questions and biased reporting and he takes none of it. 10/26/16 Donald Trump destroys CNN MUPPET Dana Bash admits "You're Winning in VOTES but", Anderson Cooper leads Trump on false questioning, Katy Tur can't even get the words out of her mouth, they all quote their own biased polls to attempt to frame Trump in a certain light and he calls them out completely.	25	News & Politics	PT17M42S	1062	2d	hd	false		24	1	0	0	0
56	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	h20vvHTG0Zo	2016-12-22T18:04:57.000Z	2016-12-22 19:04:57	FULL EVENT: Donald Trump MASSIVE Rally in Warren, Michigan (10/31/2016) Trump Warren Michigan Speech	Full Epeech - Republican Presidential Nominee Donald Trump delivers campaign speech rally Donald Trump Rally Donald Trump Speech Donald Trump campaign	25	News & Politics	PT1H21M3S	4863	2d	hd	false		0	0	0	0	0
57	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	IZhLFi0LU9A	2016-12-22T17:32:06.000Z	2016-12-22 18:32:06	Would Donald Trump Fans Support Hitler? (SOCIAL EXPERIMENT)	In this "social experiment" or prank, our team read Hitler quotes to Donald Trump supporters, and you won't believe their responses!	24	Entertainment	PT3M17S	197	2d	hd	false		6	0	0	0	0
58	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	b1Zgjma4yMs	2016-12-22T17:30:05.000Z	2016-12-22 18:30:05	Donald Trump: "Angela Merkel ist geisteskrank! Es wird in Deutschland Bürgerkrieg geben"	Donald Trump nennt die Politik von Angela Merkel insane (irre, geisteskrank, verrückt, wahnwitzig) und prognostiziert Aufstände / Unruhen /Bürgerkrieg in Deutschland. Er fürchtet, die größtenteils männlichen "Flüchtlinge" im besten wehrfähigen Alter könnten sich als größtes trojanisches Pferd der Geschichte entpuppen... Trump fordert die Errichtung einer sicheren Zone in Syrien, in die die "Flüchtlinge" zurückkehren sollen....	22	People & Blogs	PT1M39S	99	2d	hd	false		60	1	0	0	0
59	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	0miV3YpHemU	2016-12-22T17:29:26.000Z	2016-12-22 18:29:26	Donald Trump ALS Ice Bucket Challenge	Donald Trump accepts the ALS Ice Bucket Challenge from Vince McMahon, Mike Tyson and Homer Simpson from the rooftop of Trump Tower.	29	Nonprofits & Activism	PT57S	57	2d	hd	false		7	0	0	0	0
60	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	wWnbg8YgEkg	2016-12-22T17:28:59.000Z	2016-12-22 18:28:59	Trump'tan 'Türkiye'denim' Diye Bağıran Muhabire Dost musun Düşman mı?	Cumhuriyetçi Parti'nin gayri resmi adayı Donald Trump, basın toplantısı esnasında 'Türkiye'denim' diye bağıran kişiye "Dost musunuz yoksa düşman mı?" diye sordu.	25	News & Politics	PT1M4S	64	2d	hd	false		3	0	0	0	0
61	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	PPB0j9Cl8HE	2016-12-22T17:30:13.000Z	2016-12-22 18:30:13	300: Making America Great Again [Donald Trump Parody]	Donald Trump continues his victorious path through the US presidential election 2016. After forcefully succeeding president Obama he faces the globalists and their puppets. But with only 300 Spartan warriors, can he beat George Soros himself? Will he Make America Great Again? In response to some helpful commentators I decided to re-upload this video in order to replace a scene with a bare-breasted Hillary, due to Youtube's rather strict policy on nudity. Now it is even more disgusting. ;) In addition, it should be in 720p now! Just to clarify some things, the three members of the establishment coming to meet Trump in the beginning are, from left to right: Sumner Redstone, owner of MTV, Viacom, Paramount pictures and various other media channels Ben Shapiro, conservative columnist whom I'll admit has written and produced some good material, but I believe he's shown his true colors as controlled opposition in regards to Trump Michael Eisner, CEO of the Walt Disney company, which also is one of the major owners of the US mass media This is a parody of the movie 300, starring Donald Trump as the Spartan king Leonidas. It is also a stand-alone sequel to our previous video, The Trumpinator.	23	Comedy	PT6M7S	367	2d	hd	false		13	1	0	0	1
62	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	yUTuQZAC150	2016-12-22T17:28:33.000Z	2016-12-22 18:28:33	President Obama Roasts Donald Trump At White House Correspondents' Dinner!	President Obama mocks Donald Trump over birth certificate conspiracy, Celebrity Apprentice & his presidential ambitions!	25	News & Politics	PT5M29S	329	2d	sd	false		7	0	0	0	0
63	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	5OuErHEXmVY	2016-12-22T17:33:41.000Z	2016-12-22 18:33:41	Donald Trump Funny Moments - Ultimate Compilation	Sequel: http://bit.ly/21C36sK Hillary as Secretary of State signed the Turkish Process making insulting the prophet a crime. During the 2016 campaign she has been bought by Zionist bankers, donors, special interests, and is nothing more than a puppet. This holds true for nearly every other candidate from both the democratic and republican party. Trump is the only candidate who is self-funding his own campaign. He's isn't controlled by anyone but himself.	1	Film & Animation	PT26M43S	1603	2d	hd	false		9	0	0	0	0
64	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	o4XAGWJBMA0	2016-12-22T17:29:05.000Z	2016-12-22 18:29:05	A Prophetic Message about Donald Trump - Mary Colbert on Jim Bakker Show	Mary Colbert and Mark Taylor reveal prophetic messages they received about Donald Trump. WATCH THE FULL EPISODE: http://bit.ly/1OlFshU Click Here To Check Out Our Preparedness Products: http://bit.ly/25BfYoD ----------------------------------------­----------------------------------------­--------------------------- Connect with us: http://www.jimbakkershow.com http://www.facebook.com/JimBakkerShow http://www.twitter.com/JimBakkerShow https://www.pinterest.com/jimbakkershow/ https://www.instagram.com/jimbakkershow/	27	Education	PT9M35S	575	2d	hd	false		124	0	0	0	0
